quoteid,purchasecmpny,dept,reroutersncode,reroutersntxt,reroutecmnt,reroutelastchngts,reroutecmnt_cln
13334015,1001,7,13,IPR Concern,IPR Concern; Trademark release letter to Just Play for PJ Masks expires before ship date.,2019-10-28 13:33:26.0,trademark release letter play mask expire ship date
12646668,1001,63,13,IPR Concern,"IPR Concern; The picture of packaging shows a BMW car, but there is no BMW trademark letter. Will there be a BMW car this year?Please provide pictures of actual models that will be sold if possible.Please attach a spreadsheet to the quote with all models that will be sold and their corresponding VSN. We need to know what model belongs to each VSN so we can ensure we aren't missing any trademark letters.",2019-10-28 13:16:40.0,picture packaging show bmw car bmw trademark letter bmw car year provide picture actual model sold possible attach spreadsheet quote model sold corresponding vsn need know model belong vsn ensure missing trademark letter
12646668,1001,63,13,IPR Concern,IPR Concern; Please attach a spreadsheet to the quote with all models that will be sold and their corresponding VSN. We need to know what model belongs to each VSN so we can ensure we aren't missing any trademark letters.,2019-10-28 13:16:40.0,attach spreadsheet quote model sold corresponding vsn need know model belong vsn ensure missing trademark letter
12646668,1001,63,13,IPR Concern,IPR Concern; submit a list that has the same Vendor Stock Numbers as the pack page with corresponding car models,2019-10-28 13:16:40.0,submit list vendor stock number pack page corresponding car model
11525137,1001,14,13,IPR Concern,IPR Concern; The trademark letter provided expires 12/31/2017 and will be expired at time of shipment. Please provide a new letter signed and dated by an officer of The Chemours Company. The previous letter is only stamped. We need a signed letter.,2019-10-28 13:16:16.0,trademark letter provided expire expired time shipment provide new letter signed dated officer chemour company previou letter stamped need signed letter
13449676,1001,11,13,IPR Concern,IPR Concern; Please correct the Brand under Label Information. This is not unbranded. ,2019-10-28 11:14:23.0,correct brand label information unbranded
12820936,1001,9,13,IPR Concern,IPR Concern; Please attach the Trademark Release Letter allowing Bestway Hong Kong to use the brand HF and Hydro-Force or proof that Bestway Hong Kong owns the brands.,2019-10-28 05:50:02.0,attach trademark release letter allowing bestway hong kong brand hydro force proof bestway hong kong own brand
12681299,1001,18,13,IPR Concern,"IPR Concern; Please provide the TML for Magic TowelsPlease provide the FAMA for Disney for LANXI EVERWIN TEXTILE CO., LTDPlease provide the TML for My Little Pony (Hasbro)Please provide an image of the back of the box for Licensed Magic Towels",2019-10-25 17:12:25.0,provide tml magic towelsplease provide fama disney lanxi everwin textile ltdplease provide tml little pony hasbro provide image back box licensed magic towel
12681299,1001,18,13,IPR Concern,"IPR Concern; Please provide the TML for Magic TowelsPlease provide the FAMA for Disney for LANXI EVERWIN TEXTILE CO., LTDPlease provide the TML for My Little Pony (Hasbro)Please provide an image of the back of the box for Licensed Magic Towels",2019-10-25 17:12:25.0,provide tml magic towelsplease provide fama disney lanxi everwin textile ltdplease provide tml little pony hasbro provide image back box licensed magic towel
12572653,1001,24,13,IPR Concern,IPR Concern; Lycra attachment is not a trademark authorization letter,2019-10-25 16:22:09.0,lycra attachment trademark authorization letter
12572636,1001,24,13,IPR Concern,IPR Concern; Lycra attachment is not a trademark authorization letter,2019-10-25 15:41:12.0,lycra attachment trademark authorization letter
12571339,1001,24,13,IPR Concern,IPR Concern; Lycra attachment is not a trademark authorization letter,2019-10-25 15:36:12.0,lycra attachment trademark authorization letter
12572629,1001,24,13,IPR Concern,IPR Concern; Lycra attachment is not a trademark authorization letter,2019-10-25 15:31:30.0,lycra attachment trademark authorization letter
12572595,1001,24,13,IPR Concern,IPR Concern; Lycra attachment is not a trademark authorization letter,2019-10-25 15:27:11.0,lycra attachment trademark authorization letter
12571820,1001,24,13,IPR Concern,IPR Concern; Lycra document is not a trademark authorization letter.,2019-10-25 15:23:06.0,lycra document trademark authorization letter
12568221,1001,24,13,IPR Concern,IPR Concern; Lycra attachment is not a trademark authorization letter,2019-10-25 15:16:03.0,lycra attachment trademark authorization letter
12749202,1001,79,13,IPR Concern,IPR Concern; Please attach a TM letter for simple fold it has a TM label next to the name. ,2019-10-25 13:55:51.0,attach letter simple fold label next name
12749202,1001,79,13,IPR Concern,IPR Concern; Please attach a TM letter for Simple Fold ,2019-10-25 13:55:51.0,attach letter simple fold
12747302,1001,18,13,IPR Concern,"IPR Concern; Please provide the TML for ""I've got sunshine on a cloudy day"" Please provide an updated CARB certificate",2019-10-25 08:20:02.0,provide tml got sunshine cloudy day provide updated carb certificate
12747302,1001,18,13,IPR Concern,"IPR Concern; Please provide the TML for ""I've got sunshine on a cloudy day"" Please provide an updated CARB certificate",2019-10-25 08:20:02.0,provide tml got sunshine cloudy day provide updated carb certificate
12681929,1001,18,13,IPR Concern,IPR Concern; 	-	please provide updated license agreement between Those Characters From Cleveland LLC and Just Play for Care Bears	-	please provide updated license agreement between Those Characters From Cleveland LLC and Just Play for Best Friend Bear		-	Please provide TML for Cloudco Entertainment	,2019-10-25 06:20:03.0,provide updated license agreement character cleveland llc play care bear provide updated license agreement character cleveland llc play best friend bear provide tml cloudco entertainment
12681929,1001,18,13,IPR Concern,IPR Concern; 	-	please provide updated license agreement between Those Characters From Cleveland LLC and Just Play for Care Bears	-	please provide updated license agreement between Those Characters From Cleveland LLC and Just Play for Best Friend Bear		-	Please provide TML for Cloudco Entertainment	,2019-10-25 06:20:03.0,provide updated license agreement character cleveland llc play care bear provide updated license agreement character cleveland llc play best friend bear provide tml cloudco entertainment
12681929,1001,18,13,IPR Concern,IPR Concern; 	-	please provide updated license agreement between Those Characters From Cleveland LLC and Just Play for Care Bears	-	please provide updated license agreement between Those Characters From Cleveland LLC and Just Play for Best Friend Bear		-	Please provide TML for Cloudco Entertainment	,2019-10-25 06:20:03.0,provide updated license agreement character cleveland llc play care bear provide updated license agreement character cleveland llc play best friend bear provide tml cloudco entertainment
12727244,1001,3,13,IPR Concern,IPR Concern; Please attach an updated Women Owned certificate for Luxor International. ,2019-10-25 00:59:25.0,attach updated woman owned certificate luxor international
13338474,1001,10,13,IPR Concern,IPR Concern; Attach an updated Dickies Trademark Release Letter.,2019-10-24 21:02:54.0,attach updated dicky trademark release letter
13338474,1001,10,13,IPR Concern,IPR Concern; Please provide TM letter that will cover the entry dates. ,2019-10-24 21:02:54.0,provide letter cover entry date
13340556,1001,10,13,IPR Concern,IPR Concern; Please provide TM letter that will cover the entry dates,2019-10-24 20:54:59.0,provide letter cover entry date
13340556,1001,10,13,IPR Concern,IPR Concern; Attach an updated Dickies Trademark Release Letter.,2019-10-24 20:54:59.0,attach updated dicky trademark release letter
13340715,1001,10,13,IPR Concern,IPR Concern; Attach an updated Dickies Trademark Release Letter.,2019-10-24 20:54:57.0,attach updated dicky trademark release letter
13340954,1001,10,13,IPR Concern,IPR Concern; Please provide TM letter that will cover the entry dates. ,2019-10-24 20:54:56.0,provide letter cover entry date
13340954,1001,10,13,IPR Concern,IPR Concern; Attach an updated Dickies Trademark Release Letter.,2019-10-24 20:54:56.0,attach updated dicky trademark release letter
13340691,1001,10,13,IPR Concern,IPR Concern; Attach an updated Dickies Trademark Release Letter.,2019-10-24 20:54:55.0,attach updated dicky trademark release letter
13340691,1001,10,13,IPR Concern,IPR Concern; Please provide TM letter that will cover the entry dates. ,2019-10-24 20:54:55.0,provide letter cover entry date
13354912,1001,17,13,IPR Concern,IPR Concern; please provide a trademark authorization letter for the battery brand name,2019-10-24 19:12:26.0,provide trademark authorization letter battery brand name
12511366,1001,46,13,IPR Concern,IPR Concern; Please provide an updated TM letter.,2019-10-24 17:56:36.0,provide updated letter
12412951,1001,11,13,IPR Concern,IPR Concern; provide pic of battery and TML if applicable,2019-10-24 14:57:54.0,provide pic battery tml applicable
12410389,1001,11,13,IPR Concern,IPR Concern; Packaging,2019-10-24 14:57:52.0,packaging
12410375,1001,11,13,IPR Concern,IPR Concern; Packaging,2019-10-24 14:57:52.0,packaging
